GENUS,APGIII_FAMILY,STATUS
Ageratinastrum,Asteraceae,Accepted by TPL
Ageratum,Asteraceae,Accepted by TPL
Ageria,Aquifoliaceae,Unresolved at TPL
Agiabampoa,Asteraceae,Unresolved at TPL
Agialida,Zygophyllaceae,Unresolved at TPL
Agianthus,Brassicaceae,Accepted by TPL
Aglaia,Meliaceae,Accepted by TPL
Aglaodorum,Araceae,Accepted by TPL
Aglaomorpha,Polypodiaceae,Accepted by TPL
Aglaonaria,Polypodiaceae,Unresolved at TPL
Aglaonema,Araceae,Accepted by TPL
Aglitheis,Amaryllidaceae,Unresolved at TPL
Aglossorrhyncha,Orchidaceae,Accepted by TPL
Agnesia,Poaceae,Accepted by TPL
Agnirictus,Aizoaceae,Unresolved at TPL
Agnorhiza,Asteraceae,Accepted by TPL
Agonandra,Opiliaceae,Accepted by TPL
Agonis,Myrtaceae,Accepted by TPL
Agoseris,Asteraceae,Accepted by TPL
Agouticarpa,Rubiaceae,Accepted by TPL
Agraulus,Poaceae,Unresolved at TPL
Agretta,Iridaceae,Unresolved at TPL
Agrianthus,Asteraceae,Accepted by TPL
Agrimonia,Rosaceae,Accepted by TPL
Agriophyllum,Amaranthaceae,Accepted by TPL
Agriphyllum,Asteraceae,Unresolved at TPL
Agrocharis,Apiaceae,Accepted by TPL
Agroelymus,Poaceae,Accepted by TPL
Agrohordeum,Poaceae,Accepted by TPL
Agropogon,Poaceae,Accepted by TPL
Agropogon,Poaceae,Unresolved at TPL
Agropyrohordeum,Poaceae,Unresolved at TPL
Agropyron,Poaceae,Accepted by TPL
Agropyropsis,Poaceae,Accepted by TPL
Agrositanion,Poaceae,Accepted by TPL
Agrostemma,Caryophyllaceae,Accepted by TPL
Agrostis,Poaceae,Accepted by TPL
Agrostistachys,Euphorbiaceae,Accepted by TPL
Agrostocrinum,Xanthorrhoeaceae,Accepted by TPL
Agrostophyllum,Orchidaceae,Accepted by TPL
Agrostopoa,Poaceae,Accepted by TPL
Agrotrigia,Poaceae,Accepted by TPL
Agrotriticum,Poaceae,Unresolved at TPL
Aguiaria,Malvaceae,Accepted by TPL
Agyneia,Phyllanthaceae,Unresolved at TPL
Ahernia,Salicaceae,Accepted by TPL
Ahouai,Apocynaceae,Unresolved at TPL
Ahzolia,Cucurbitaceae,Unresolved at TPL
Aichryson,Crassulaceae,Accepted by TPL
Aidema,Amaryllidaceae,Unresolved at TPL
Aidia,Rubiaceae,Accepted by TPL
Aidiopsis,Rubiaceae,Accepted by TPL
Aigeiros,Salicaceae,Liu et al.(2015)
Ailanthus,Simaroubaceae,Accepted by TPL
Ailantopsis,Meliaceae,Unresolved at TPL
Ailuroschia,Fabaceae,Unresolved at TPL
Aimorra,Asteraceae,Unresolved at TPL
Ainsliaea,Asteraceae,Accepted by TPL
Ainsliea,Asteraceae,Unresolved at TPL
Ainsworthia,Apiaceae,Accepted by TPL
Aiouea,Lauraceae,Accepted by TPL
Aiphanes,Arecaceae,Accepted by TPL
Aira,Poaceae,Accepted by TPL
Airampoa,Cactaceae,Accepted by TPL
Airochloa,Poaceae,Unresolved at TPL
Airopsis,Poaceae,Accepted by TPL
Airosperma,Rubiaceae,Accepted by TPL
Airyantha,Fabaceae,Accepted by TPL
Aistocaulon,Aizoaceae,Liu et al.(2015)
Aistopetalum,Cunoniaceae,Accepted by TPL
Aitchisoniella,Targioniaceae,Unresolved at TPL
Aizoaceae,Aizoaceae,Accepted by TPL
Aizoanthemum,Aizoaceae,Accepted by TPL
Aizodraba,Brassicaceae,Unresolved at TPL
Aizoon,Aizoaceae,Accepted by TPL
Aizopsis,Crassulaceae,Unresolved at TPL
Ajania,Asteraceae,Accepted by TPL
Ajaniopsis,Asteraceae,Accepted by TPL
Ajuga,Lamiaceae,Accepted by TPL
Ajugoides,Lamiaceae,Accepted by TPL
Akania,Akaniaceae,Accepted by TPL
Akaniaceae,Akaniaceae,Accepted by TPL
Akeassia,Asteraceae,Accepted by TPL
Akebia,Lardizabalaceae,Accepted by TPL
Akersia,Cactaceae,Liu et al.(2015)
Akrosida,Malvaceae,Accepted by TPL
Akschindlium,Fabaceae,Accepted by TPL
Alafia,Apocynaceae,Accepted by TPL
Alagophylla,Gesneriaceae,Unresolved at TPL
Alajja,Lamiaceae,Liu et al.(2015)
Alamania,Orchidaceae,Accepted by TPL
Alangium,Cornaceae,Accepted by TPL
Alania,Boryaceae,Accepted by TPL
Alansmia,Polypodiaceae,Accepted by TPL
Alantsilodendron,Fabaceae,Accepted by TPL
Alaternus,Rhamnaceae,Unresolved at TPL
Alaticaulia,Orchidaceae,Unresolved at TPL
Alatiliparis,Orchidaceae,Accepted by TPL
Alatoseta,Asteraceae,Accepted by TPL
Alberta,Rubiaceae,Accepted by TPL
Albertia,Apiaceae,Unresolved at TPL
Albertinia,Asteraceae,Accepted by TPL
Albertisia,Menispermaceae,Accepted by TPL
Albertokuntzea,Phytolaccaceae,Unresolved at TPL
Albidella,Alismataceae,Accepted by TPL
Albizia,Fabaceae,Accepted by TPL
Albovia,Apiaceae,Unresolved at TPL
Alboviodoxa,Asteraceae,Accepted by TPL
Albrandia,Moraceae,Unresolved at TPL
Albraunia,Plantaginaceae,Accepted by TPL
Albuca,Asparagaceae,Accepted by TPL
Albugoides,Asparagaceae,Unresolved at TPL
Alcalthaea,Malvaceae,Unresolved at TPL
Alcantarea,Bromeliaceae,Accepted by TPL
Alcea,Malvaceae,Accepted by TPL
Alchemilla,Rosaceae,Accepted by TPL
Alchornea,Euphorbiaceae,Accepted by TPL
Alchorneopsis,Euphorbiaceae,Accepted by TPL
Alcicornium,Polypodiaceae,Accepted by TPL
Alcimandra,Magnoliaceae,Liu et al.(2015)
Aldama,Asteraceae,Accepted by TPL
Aldina,Fabaceae,Accepted by TPL
Aldrovanda,Droseraceae,Accepted by TPL
Alectorolophus,Orobanchaceae,Unresolved at TPL
Alectra,Orobanchaceae,Accepted by TPL
Alectryon,Sapindaceae,Accepted by TPL
Aleisanthia,Rubiaceae,Accepted by TPL
Aleisanthiopsis,Rubiaceae,Accepted by TPL
Alepidea,Apiaceae,Accepted by TPL
Alepidocline,Asteraceae,Accepted by TPL
Alepis,Loranthaceae,Accepted by TPL
Alepyrum,Centrolepidaceae,Unresolved at TPL
Aletes,Apiaceae,Accepted by TPL
Aletris,Nartheciaceae,Accepted by TPL
Aleurites,Euphorbiaceae,Accepted by TPL
Aleuritia,Primulaceae,Unresolved at TPL
Aleuritopteris,Pteridaceae,Accepted by TPL
Alexa,Fabaceae,Accepted by TPL
Alexeya,Ranunculaceae,Unresolved at TPL
Alexfloydia,Poaceae,Accepted by TPL
Alexgeorgea,Restionaceae,Accepted by TPL
Alexitoxicon,Apocynaceae,Unresolved at TPL
Alfaroa,Juglandaceae,Accepted by TPL
Alfaropsis,Juglandaceae,Unresolved at TPL
Alfredia,Asteraceae,Accepted by TPL
Algaria,Pottiaceae,Accepted by TPL
Algernonia,Euphorbiaceae,Accepted by TPL
Algrizea,Myrtaceae,Accepted by TPL
Alguelagum,Lamiaceae,Unresolved at TPL
Alhagi,Fabaceae,Accepted by TPL
Alibertia,Rubiaceae,Accepted by TPL
Alibrexia,Solanaceae,Unresolved at TPL
Alicabon,Solanaceae,Unresolved at TPL
Aliceara,Orchidaceae,Liu et al.(2015)
Alicia,Malpighiaceae,Accepted by TPL
Aliciella,Polemoniaceae,Accepted by TPL
Aliconia,Asteraceae,Unresolved at TPL
Alicularia,Jungermanniaceae,Accepted by TPL
Aliella,Asteraceae,Accepted by TPL
Alifana,Melastomataceae,Unresolved at TPL
Alifiola,Caryophyllaceae,Unresolved at TPL
Aligera,Caprifoliaceae,Unresolved at TPL
Aligrimmia,Grimmiaceae,Accepted by TPL
Alinula,Cyperaceae,Accepted by TPL
Aliopsis,Gentianaceae,Accepted by TPL
Alisma,Alismataceae,Accepted by TPL
Alismataceae,Alismataceae,Accepted by TPL
Alismorchis,Orchidaceae,Accepted by TPL
Alistilus,Fabaceae,Accepted by TPL
Alkanna,Boraginaceae,Accepted by TPL
Alkekengi,Solanaceae,Unresolved at TPL
Alkibias,Asteraceae,Unresolved at TPL
Allaeanthus,Moraceae,Liu et al.(2015)
Allaganthera,Amaranthaceae,Unresolved at TPL
Allagopappus,Asteraceae,Accepted by TPL
Allagoptera,Arecaceae,Accepted by TPL
Allamanda,Apocynaceae,Accepted by TPL
Allanblackia,Clusiaceae,Accepted by TPL
Allantodia,Athyriaceae,Accepted by TPL
Allantoma,Lecythidaceae,Accepted by TPL
Allantospermum,Ixonanthaceae,Accepted by TPL
Allardia,Asteraceae,Accepted by TPL
Allasia,Lamiaceae,Unresolved at TPL
Alleizettea,Rubiaceae,Unresolved at TPL
Alleizettella,Rubiaceae,Accepted by TPL
Allemanda,Apocynaceae,Liu et al.(2015)
Alleniella,Neckeraceae,Accepted by TPL
Allenrolfea,Amaranthaceae,Accepted by TPL
Allexis,Violaceae,Accepted by TPL
Alliaria,Brassicaceae,Accepted by TPL
Alliaria,Meliaceae,Unresolved at TPL
Allionia,Nyctaginaceae,Accepted by TPL
Allioniella,Sematophyllaceae,Accepted by TPL
Allioniellopsis,Sematophyllaceae,Accepted by TPL
Allisonia,Allisoniaceae,Unresolved at TPL
Allisoniaceae,Allisoniaceae,Accepted by TPL
Allisoniella,Cephaloziellaceae,Accepted by TPL
Allittia,Asteraceae,Accepted by TPL
Allium,Amaryllidaceae,Accepted by TPL
Allmania,Amaranthaceae,Accepted by TPL
Allmaniopsis,Amaranthaceae,Accepted by TPL
Allocalyx,Plantaginaceae,Unresolved at TPL
Allocarpus,Asteraceae,Unresolved at TPL
Allocarya,Boraginaceae,Unresolved at TPL
Allocaryastrum,Boraginaceae,Unresolved at TPL
Allocassine,Celastraceae,Accepted by TPL
Allocasuarina,Casuarinaceae,Accepted by TPL
Allocephalus,Asteraceae,Unresolved at TPL
Allocheilos,Gesneriaceae,Accepted by TPL
Allochlamys,Amaranthaceae,Unresolved at TPL
Allochrusa,Caryophyllaceae,Accepted by TPL
Alloeochaete,Poaceae,Accepted by TPL
Allohemia,Loranthaceae,Unresolved at TPL
Alloispermum,Asteraceae,Accepted by TPL
Allolepis,Poaceae,Accepted by TPL
Allomaieta,Melastomataceae,Accepted by TPL
Allomarkgrafia,Apocynaceae,Accepted by TPL
Allomorphia,Melastomataceae,Accepted by TPL
Alloneuron,Melastomataceae,Accepted by TPL
Allophylastrum,Sapindaceae,Unresolved at TPL
Allophyllum,Polemoniaceae,Accepted by TPL
Allophylus,Sapindaceae,Accepted by TPL
Allophyton,Scrophulariaceae,Unresolved at TPL
Alloplectus,Gesneriaceae,Accepted by TPL
Allopterigeron,Asteraceae,Accepted by TPL
Allorgea,Hypnaceae,Accepted by TPL
Allorgella,Lejeuneaceae,Accepted by TPL
Allosampela,Vitaceae,Unresolved at TPL
Allosanthus,Sapindaceae,Accepted by TPL
Alloschemone,Araceae,Accepted by TPL
Allosidastrum,Malvaceae,Accepted by TPL
Allosorus,Pteridaceae,Accepted by TPL
Allospondias,Anacardiaceae,Unresolved at TPL
Allostelites,Equisetaceae,Accepted by TPL
Allostigma,Gesneriaceae,Accepted by TPL
Allosyncarpia,Myrtaceae,Accepted by TPL
Alloteropsis,Poaceae,Accepted by TPL
Allotropa,Ericaceae,Accepted by TPL
Allowissadula,Malvaceae,Accepted by TPL
Allowoodsonia,Apocynaceae,Accepted by TPL
Alloxylon,Proteaceae,Accepted by TPL
Allozygia,Melastomataceae,Unresolved at TPL
Alluaudia,Didiereaceae,Accepted by TPL
Alluaudiopsis,Didiereaceae,Accepted by TPL
Almaleea,Fabaceae,Accepted by TPL
Almeidea,Rutaceae,Accepted by TPL
Almutaster,Asteraceae,Accepted by TPL
Alniphyllum,Styracaceae,Accepted by TPL
Alnus,Betulaceae,Accepted by TPL
Alobiella,Cephaloziaceae,Accepted by TPL
Alobiellopsis,Cephaloziaceae,Accepted by TPL
Alocasia,Araceae,Accepted by TPL
Alococarpum,Apiaceae,Accepted by TPL
Aloe,Xanthorrhoeaceae,Accepted by TPL
Aloexylum,Thymelaeaceae,Unresolved at TPL
Aloina,Pottiaceae,Accepted by TPL
Aloinella,Pottiaceae,Accepted by TPL
Aloinopsis,Aizoaceae,Accepted by TPL
Aloitis,Gentianaceae,Unresolved at TPL
Alomia,Asteraceae,Accepted by TPL
Alomiella,Asteraceae,Accepted by TPL
Alona,Solanaceae,Unresolved at TPL
Alonsoa,Scrophulariaceae,Accepted by TPL
Alopecias,Fabaceae,Unresolved at TPL
Alopecurus,Poaceae,Accepted by TPL
Alophia,Iridaceae,Accepted by TPL
Alophosia,Polytrichaceae,Accepted by TPL
Alosemis,Melastomataceae,Unresolved at TPL
Aloysia,Verbenaceae,Accepted by TPL
Alphandia,Euphorbiaceae,Accepted by TPL
Alphitonia,Rhamnaceae,Accepted by TPL
Alphonsea,Annonaceae,Accepted by TPL
Alpinia,Zingiberaceae,Accepted by TPL
Alposelinum,Apiaceae,Unresolved at TPL
Alrawia,Asparagaceae,Accepted by TPL
Alseis,Rubiaceae,Accepted by TPL
Alseodaphne,Lauraceae,Accepted by TPL
Alseuosmia,Alseuosmiaceae,Accepted by TPL
Alseuosmiaceae,Alseuosmiaceae,Accepted by TPL
Alsia,Leucodontaceae,Accepted by TPL
Alsinanthus,Caryophyllaceae,Unresolved at TPL
Alsinastrum,Elatinaceae,Unresolved at TPL
Alsine,Caryophyllaceae,Unresolved at TPL
Alsinella,Caryophyllaceae,Unresolved at TPL
Alsinidendron,Caryophyllaceae,Accepted by TPL
Alsinopsis,Caryophyllaceae,Unresolved at TPL
Alsobia,Gesneriaceae,Liu et al.(2015)
Alsodeia,Violaceae,Unresolved at TPL
Alsodeiopsis,Icacinaceae,Accepted by TPL
Alsomitra,Cucurbitaceae,Accepted by TPL
Alsophila,Cyatheaceae,Accepted by TPL
Alstonia,Apocynaceae,Accepted by TPL
Alstroemeria,Alstroemeriaceae,Accepted by TPL
Alstroemeriaceae,Alstroemeriaceae,Accepted by TPL
Altamiranoa,Crassulaceae,Accepted by TPL
Altensteinia,Orchidaceae,Accepted by TPL
Alternanthera,Amaranthaceae,Accepted by TPL
Althaea,Malvaceae,Accepted by TPL
Althenia,Potamogetonaceae,Accepted by TPL
Althoffia,Malvaceae,Unresolved at TPL
Altingia,Altingiaceae,Accepted by TPL
Altingiaceae,Altingiaceae,Accepted by TPL
Altoparadisium,Poaceae,Accepted by TPL
Aluta,Myrtaceae,Accepted by TPL
Alvaradoa,Picramniaceae,Accepted by TPL
Alvarezia,Acanthaceae,Unresolved at TPL
Alveolina,Loranthaceae,Unresolved at TPL
Alvesia,Lamiaceae,Accepted by TPL
Alvimia,Poaceae,Accepted by TPL
Alvimiantha,Rhamnaceae,Accepted by TPL
Alvordia,Asteraceae,Accepted by TPL
Alyogyne,Malvaceae,Accepted by TPL
Alysicarpus,Fabaceae,Accepted by TPL
Alyssoides,Brassicaceae,Accepted by TPL
Alyssopsis,Brassicaceae,Accepted by TPL
Alyssum,Brassicaceae,Accepted by TPL
Alyxia,Apocynaceae,Accepted by TPL
Alzatea,Penaeaceae,Accepted by TPL
Amaioua,Rubiaceae,Accepted by TPL
Amalago,Piperaceae,Unresolved at TPL
Amalia,Orchidaceae,Accepted by TPL
Amalocalyx,Apocynaceae,Accepted by TPL
Amalophyllon,Gesneriaceae,Accepted by TPL
Amana,Liliaceae,Accepted by TPL
Amanoa,Phyllanthaceae,Accepted by TPL
Amaraboya,Melastomataceae,Unresolved at TPL
Amaracarpus,Rubiaceae,Accepted by TPL
Amaranthaceae,Amaranthaceae,Accepted by TPL
Amaranthus,Amaranthaceae,Accepted by TPL
Amarcrinum,Amaryllidaceae,Unresolved at TPL
Amarella,Gentianaceae,Unresolved at TPL
Amarenus,Fabaceae,Unresolved at TPL
Amarine,Amaryllidaceae,Unresolved at TPL
Amaroria,Simaroubaceae,Accepted by TPL
Amarygia,Amaryllidaceae,Unresolved at TPL
Amaryllidaceae,Amaryllidaceae,Accepted by TPL
Amaryllis,Amaryllidaceae,Accepted by TPL
Amasonia,Lamiaceae,Accepted by TPL
Amatula,Solanaceae,Unresolved at TPL
Amauria,Asteraceae,Accepted by TPL
Amauriella,Araceae,Unresolved at TPL
Amauriopsis,Asteraceae,Accepted by TPL
Amauropelta,Thelypteridaceae,Accepted by TPL
Amazoopsis,Lepidoziaceae,Accepted by TPL
Ambassa,Asteraceae,Accepted by TPL
Ambavia,Annonaceae,Accepted by TPL
Ambelania,Apocynaceae,Accepted by TPL
Amberboa,Asteraceae,Accepted by TPL
Ambilobea,Burseraceae,Accepted by TPL
Amblia,Dryopteridaceae,Unresolved at TPL
Amblogyna,Amaranthaceae,Unresolved at TPL
Amblostoma,Orchidaceae,Unresolved at TPL
Amblovenatum,Thelypteridaceae,Accepted by TPL
Amblyanthera,Melastomataceae,Unresolved at TPL
Amblyanthopsis,Primulaceae,Accepted by TPL
Amblyanthus,Primulaceae,Accepted by TPL
Amblyglottis,Orchidaceae,Liu et al.(2015)
Amblygonocarpus,Fabaceae,Accepted by TPL
Amblynotopsis,Boraginaceae,Unresolved at TPL
Amblynotus,Boraginaceae,Accepted by TPL
Amblyocarpum,Asteraceae,Accepted by TPL
Amblyodon,Meesiaceae,Accepted by TPL
Amblyodum,Meesiaceae,Accepted by TPL
Amblyoglossum,Apocynaceae,Unresolved at TPL
Amblyolepis,Asteraceae,Accepted by TPL
Amblyopappus,Asteraceae,Accepted by TPL
Amblyopetalum,Apocynaceae,Unresolved at TPL
Amblyopogon,Asteraceae,Unresolved at TPL
Amblysperma,Asteraceae,Accepted by TPL
Amblystegiaceae,Amblystegiaceae,Accepted by TPL
Amblystegiella,Amblystegiaceae,Accepted by TPL
Amblystegium,Amblystegiaceae,Accepted by TPL
Amblystigma,Apocynaceae,Unresolved at TPL
Amblytropis,Fabaceae,Accepted by TPL
Amblytropis,Daltoniaceae,Accepted by TPL
Ambongia,Acanthaceae,Accepted by TPL
Ambora,Monimiaceae,Unresolved at TPL
Amborella,Amborellaceae,Accepted by TPL
Amborellaceae,Amborellaceae,Accepted by TPL
Amboroa,Asteraceae,Accepted by TPL
Ambrella,Orchidaceae,Accepted by TPL
Ambrina,Amaranthaceae,Liu et al.(2015)
Ambroma,Malvaceae,Unresolved at TPL
Ambrosia,Asteraceae,Accepted by TPL
Ambrosina,Araceae,Accepted by TPL
Ambuchanania,Sphagnaceae,Accepted by TPL
Ambulia,Scrophulariaceae,Unresolved at TPL
Amburana,Fabaceae,Accepted by TPL
Ameghinoa,Asteraceae,Accepted by TPL
Amelanchier,Rosaceae,Accepted by TPL
Amelasorbus,Rosaceae,Accepted by TPL
Amelasorbus,Rosaceae,Unresolved at TPL
Amellus,Asteraceae,Accepted by TPL
Amentotaxus,Taxaceae,Accepted by TPL
Amerimnon,Fabaceae,Accepted by TPL
Ameroglossum,Scrophulariaceae,Accepted by TPL
Amerosedum,Crassulaceae,Accepted by TPL
Amesia,Orchidaceae,Accepted by TPL
Amesiella,Orchidaceae,Accepted by TPL
Amesiodendron,Sapindaceae,Accepted by TPL
Amesium,Aspleniaceae,Unresolved at TPL
Amethystanthus,Lamiaceae,Unresolved at TPL
Amethystea,Lamiaceae,Accepted by TPL
Ametron,Rosaceae,Unresolved at TPL
Amherstia,Fabaceae,Accepted by TPL
Amianthium,Melanthiaceae,Accepted by TPL
Amicia,Fabaceae,Accepted by TPL
Amirola,Sapindaceae,Unresolved at TPL
Amischophacelus,Commelinaceae,Liu et al.(2015)
Amischotolype,Commelinaceae,Accepted by TPL
Amitostigma,Orchidaceae,Accepted by TPL
Ammandra,Arecaceae,Accepted by TPL
Ammannia,Lythraceae,Accepted by TPL
Ammanthus,Asteraceae,Unresolved at TPL
Ammi,Apiaceae,Accepted by TPL
Ammobium,Asteraceae,Accepted by TPL
Ammobroma,Boraginaceae,Unresolved at TPL
Ammocalamagrostis,Poaceae,Accepted by TPL
Ammocalamagrostis,Poaceae,Unresolved at TPL
Ammocharis,Amaryllidaceae,Accepted by TPL
Ammochloa,Poaceae,Accepted by TPL
Ammodaucus,Apiaceae,Accepted by TPL
Ammodendron,Fabaceae,Accepted by TPL
Ammodenia,Caryophyllaceae,Unresolved at TPL
Ammodytes,Fabaceae,Unresolved at TPL
Ammoides,Apiaceae,Accepted by TPL
Ammophila,Poaceae,Accepted by TPL
Ammopiptanthus,Fabaceae,Accepted by TPL
Ammoselinum,Apiaceae,Accepted by TPL
Ammoseris,Asteraceae,Unresolved at TPL
Ammosperma,Brassicaceae,Accepted by TPL
Ammothamnus,Fabaceae,Liu et al.(2015)
Ammyrsine,Ericaceae,Unresolved at TPL
Amolinia,Asteraceae,Accepted by TPL
Amomis,Myrtaceae,Unresolved at TPL
Amomum,Zingiberaceae,Accepted by TPL
Amomyrtella,Myrtaceae,Accepted by TPL
Amomyrtus,Myrtaceae,Accepted by TPL
Amoora,Meliaceae,Unresolved at TPL
Amoreuxia,Bixaceae,Accepted by TPL
Amorgine,Amaranthaceae,Unresolved at TPL
Amoria,Fabaceae,Accepted by TPL
Amorimia,Malpighiaceae,Accepted by TPL
Amorpha,Fabaceae,Accepted by TPL
Amorphophallus,Araceae,Accepted by TPL
Ampacus,Rutaceae,Unresolved at TPL
Amparoa,Orchidaceae,Unresolved at TPL
Ampelamus,Apocynaceae,Accepted by TPL
Ampelaster,Asteraceae,Accepted by TPL
Ampelocalamus,Poaceae,Accepted by TPL
Ampelocera,Ulmaceae,Accepted by TPL
Ampelocissus,Vitaceae,Accepted by TPL
Ampelodesmos,Poaceae,Accepted by TPL
Ampelopsis,Vitaceae,Accepted by TPL
Ampelopteris,Thelypteridaceae,Accepted by TPL
Ampelosicyos,Cucurbitaceae,Accepted by TPL
Ampelosycios,Cucurbitaceae,Accepted by TPL
Ampelovitis,Vitaceae,Unresolved at TPL
Ampelozizyphus,Rhamnaceae,Accepted by TPL
Ampelygonum,Polygonaceae,Unresolved at TPL
Amperea,Euphorbiaceae,Accepted by TPL
Ampherephis,Asteraceae,Unresolved at TPL
Amphiachyris,Asteraceae,Accepted by TPL
Amphiasma,Rubiaceae,Accepted by TPL
Amphibiophytum,Pallaviciniaceae,Unresolved at TPL
Amphiblemma,Melastomataceae,Accepted by TPL
Amphiblestra,Tectariaceae,Unresolved at TPL
Amphibolia,Aizoaceae,Accepted by TPL
Amphibolis,Cymodoceaceae,Accepted by TPL
Amphibologyne,Boraginaceae,Accepted by TPL
Amphibromus,Poaceae,Unresolved at TPL
Amphicarpaea,Fabaceae,Accepted by TPL
Amphicarpum,Poaceae,Accepted by TPL
Amphicephalozia,Cephaloziellaceae,Accepted by TPL
Amphicome,Bignoniaceae,Liu et al.(2015)
Amphicosmia,Cyatheaceae,Accepted by TPL
Amphidasya,Rubiaceae,Accepted by TPL
Amphidesmium,Cyatheaceae,Unresolved at TPL
Amphidetes,Apocynaceae,Unresolved at TPL
Amphidium,Orthotrichaceae,Accepted by TPL
Amphidoxa,Asteraceae,Accepted by TPL
Amphigena,Orchidaceae,Unresolved at TPL
Amphiglossa,Asteraceae,Accepted by TPL
Amphijubula,Jubulaceae,Accepted by TPL
Amphilejeunea,Lejeuneaceae,Accepted by TPL
Amphilophium,Bignoniaceae,Accepted by TPL
Amphilophocolea,Geocalycaceae,Accepted by TPL
Amphimas,Fabaceae,Accepted by TPL
Amphineurion,Apocynaceae,Accepted by TPL
Amphineuron,Thelypteridaceae,Accepted by TPL
Amphinomia,Fabaceae,Accepted by TPL
Amphiolanthus,Linderniaceae,Accepted by TPL
Amphione,Convolvulaceae,Unresolved at TPL
Amphipappus,Asteraceae,Accepted by TPL
Amphipetalum,Portulacaceae,Accepted by TPL
Amphiphyllum,Rapateaceae,Accepted by TPL
Amphipleis,Solanaceae,Unresolved at TPL
Amphipogon,Poaceae,Accepted by TPL
Amphipterum,Hymenophyllaceae,Accepted by TPL
Amphipterygium,Anacardiaceae,Accepted by TPL
Amphirhapis,Asteraceae,Unresolved at TPL
Amphirrhox,Violaceae,Accepted by TPL
Amphiscirpus,Cyperaceae,Accepted by TPL
Amphiscopia,Acanthaceae,Unresolved at TPL
Amphisiphon,Asparagaceae,Liu et al.(2015)
Amphistelma,Apocynaceae,Unresolved at TPL
Amphistemon,Rubiaceae,Accepted by TPL
Amphitecna,Bignoniaceae,Accepted by TPL
Amphithalea,Fabaceae,Accepted by TPL
Amphitoma,Melastomataceae,Unresolved at TPL
Amphodus,Fabaceae,Unresolved at TPL
Amphoradenium,Polypodiaceae,Unresolved at TPL
Amphorchis,Orchidaceae,Unresolved at TPL
Amphoricarpos,Asteraceae,Accepted by TPL
Amphoridium,Orthotrichaceae,Accepted by TPL
Amphoritheca,Funariaceae,Accepted by TPL
Amphorocalyx,Melastomataceae,Accepted by TPL
Amphorogyne,Santalaceae,Accepted by TPL
Amphymenium,Fabaceae,Accepted by TPL
Amsinckia,Boraginaceae,Accepted by TPL
Amsonia,Apocynaceae,Accepted by TPL
Amydrium,Araceae,Accepted by TPL
Amyema,Loranthaceae,Accepted by TPL
Amygdalopersica,Rosaceae,Unresolved at TPL
Amygdalopsis,Rosaceae,Unresolved at TPL
Amygdalus,Rosaceae,Unresolved at TPL
Amylotheca,Loranthaceae,Accepted by TPL
Amyrea,Euphorbiaceae,Accepted by TPL
Amyris,Rutaceae,Accepted by TPL
Amyxa,Thymelaeaceae,Accepted by TPL
Anabaena,Euphorbiaceae,Unresolved at TPL
Anabasis,Amaranthaceae,Accepted by TPL
Anabata,Apocynaceae,Unresolved at TPL
Anacalypta,Pottiaceae,Accepted by TPL
Anacampseros,Anacampserotaceae,Accepted by TPL
Anacampseros,Crassulaceae,Unresolved at TPL
Anacampserotaceae,Anacampserotaceae,Accepted by TPL
Anacamptiplatanthera,Orchidaceae,Accepted by TPL
Anacamptis,Orchidaceae,Accepted by TPL
Anacamptodon,Fabroniaceae,Accepted by TPL
Anacamptorchis,Orchidaceae,Accepted by TPL
Anacantha,Asteraceae,Accepted by TPL
Anacaona,Cucurbitaceae,Accepted by TPL
Anacardiaceae,Anacardiaceae,Accepted by TPL
Anacardium,Anacardiaceae,Accepted by TPL
Anacheilium,Orchidaceae,Unresolved at TPL
Anacolia,Bartramiaceae,Accepted by TPL
Anacolosa,Olacaceae,Accepted by TPL
Anacolus,Gentianaceae,Unresolved at TPL
Anacyclus,Asteraceae,Accepted by TPL
Anadelphia,Poaceae,Accepted by TPL
Anadenanthera,Fabaceae,Accepted by TPL
Anadendrum,Araceae,Accepted by TPL
Anadenia,Proteaceae,Unresolved at TPL
Anaectocalyx,Melastomataceae,Accepted by TPL
Anagallidium,Gentianaceae,Unresolved at TPL
Anagallis,Primulaceae,Accepted by TPL
Anagyris,Fabaceae,Accepted by TPL
Anakasia,Araliaceae,Accepted by TPL
Analyrium,Apiaceae,Unresolved at TPL
Anamaria,Scrophulariaceae,Accepted by TPL
Anamirta,Menispermaceae,Accepted by TPL
Ananas,Bromeliaceae,Accepted by TPL
Anandria,Asteraceae,Unresolved at TPL
Anangia,Cucurbitaceae,Accepted by TPL
Ananthacorus,Pteridaceae,Accepted by TPL
Anantherix,Apocynaceae,Unresolved at TPL
Anapalina,Iridaceae,Accepted by TPL
Anapausia,Polypodiaceae,Accepted by TPL
Anapeltis,Polypodiaceae,Accepted by TPL
Anaphalioides,Asteraceae,Accepted by TPL
Anaphalis,Asteraceae,Accepted by TPL
Anaphrenium,Anacardiaceae,Unresolved at TPL
